codePeril,nomPeril,dateArrete,dateParutionJO,codeNOR,codeInseePole,codeArrete
,Inondations et/ou Coulées de Boue,21-11-1994,25-11-1994,INTE9400580A,,152
,"Avalanche, Glissement de Terrain, Inondations et/ou Coulées de Boue, Mouvement de Terrain, Sécheresse",15-11-1994,24-11-1994,INTE9400539A,,151
,"Glissement de Terrain, Inondations et/ou Coulées de Boue, Mouvement de Terrain, Sécheresse",28-10-1994,20-11-1994,INTE9400502A,,149
,"Glissement de Terrain, Inondations et/ou Coulées de Boue, Mouvement de Terrain, Sécheresse",08-09-1994,25-09-1994,INTE9400424A,,147
,"Avalanche, Glissement de Terrain, Inondations et/ou Coulées de Boue, Mouvement de Terrain",06-09-1994,25-09-1994,INTE9400373A,,148
,Secousse Sismique,29-07-1994,10-08-1994,INTE9400330A,,146
,"Glissement de Terrain, Inondations et/ou Coulées de Boue, Mouvement de Terrain, Sécheresse",30-06-1994,09-07-1994,INTE9400331A,,122
,Inondations et/ou Coulées de Boue,29-06-1994,30-06-1994,INTE9400340A,,145
,"Glissement de Terrain, Inondations et/ou Coulées de Boue, Mouvement de Terrain",06-06-1994,25-06-1994,INTE9400269A,,144
,Inondations et/ou Coulées de Boue,30-05-1994,12-06-1994,INTE9400219A,,142
,"Glissement de Terrain, Inondations et/ou Coulées de Boue, Mouvement de Terrain, Sécheresse, Secousse Sismique",27-05-1994,10-06-1994,INTE9400220A,,143
,"Avalanche, Glissement de Terrain, Inondations et/ou Coulées de Boue, Mouvement de Terrain",12-04-1994,29-04-1994,INTE9400171A,,140
,Inondations et/ou Coulées de Boue,12-04-1994,23-04-1994,INTE9400172A,,141
,"Glissement de Terrain, Glissement et Effondrement de Terrain, Inondations et/ou Coulées de Boue, Mouvement de Terrain, Sécheresse",08-03-1994,24-03-1994,INTE9400127A,,131
,"Avalanche, Glissement de Terrain, Inondations et/ou Coulées de Boue",02-02-1994,18-02-1994,INTE9400065A,,81
,Inondations et/ou Coulées de Boue,27-01-1994,11-02-1994,INTE9400003A,,132
,"Glissement de Terrain, Inondations et/ou Coulées de Boue",26-01-1994,10-02-1994,INTE9400046A,,139
,Inondations et/ou Coulées de Boue,11-01-1994,15-01-1994,INTE9400004A,,138
,"Glissement de Terrain, Inondations et/ou Coulées de Boue, Mouvement de Terrain, Sécheresse",05-01-1994,21-01-1994,INTE9300703A,,137
,"Glissement de Terrain, Inondations et/ou Coulées de Boue, Mouvement de Terrain",14-12-1993,30-12-1993,INTE9300667A,,136
,"Glissement de Terrain, Mouvement de Terrain, Sécheresse",06-12-1993,28-12-1993,INTE9300656A,,135
,"Glissement de Terrain, Glissement et Effondrement de Terrain, Inondations et/ou Coulées de Boue, Mouvement de Terrain",29-11-1993,15-12-1993,INTE9300655A,,134
,"Glissement de Terrain, Inondations et/ou Coulées de Boue, Mouvement de Terrain",26-10-1993,03-12-1993,INTE9300602A,,130
,Inondations et/ou Coulées de Boue,19-10-1993,24-10-1993,INTE9300601A,,129
,Inondations et/ou Coulées de Boue,11-10-1993,12-10-1993,INTE9300574A,,127
,"Chocs Mécaniques liés à l'action des Vagues, Glissement de Terrain, Inondations et/ou Coulées de Boue",07-10-1993,24-10-1993,INTE9300537A,,128
,"Glissement de Terrain, Inondations et/ou Coulées de Boue, Mouvement de Terrain",28-09-1993,10-10-1993,INTE9300513A,,125
,"Inondations et/ou Coulées de Boue, Mouvement de Terrain, Sécheresse",06-09-1993,19-09-1993,INTE9300469A,,123
,"Glissement de Terrain, Glissement et Effondrement de Terrain, Inondations et/ou Coulées de Boue, Mouvement de Terrain, Sécheresse",20-08-1993,03-09-1993,INTE9300412A,,117
,"Inondations et/ou Coulées de Boue, Sécheresse",16-08-1993,03-09-1993,INTE9300372A,,124
,"Avalanche, Glissement de Terrain, Inondations et/ou Coulées de Boue",23-06-1993,08-07-1993,INTE9300315A,,119
,Inondations et/ou Coulées de Boue,14-06-1993,27-06-1993,INTE9300316A,,121
,"Chocs Mécaniques liés à l'action des Vagues, Glissement de Terrain, Inondations et/ou Coulées de Boue, Mouvement de Terrain, Sécheresse, Secousse Sismique",18-05-1993,12-06-1993,INTE9300213A,,115
,"Chocs Mécaniques liés à l'action des Vagues, Glissement de Terrain, Inondations et/ou Coulées de Boue, Mouvement de Terrain",19-03-1993,28-03-1993,INTE9300148A,,120
,"Chocs Mécaniques liés à l'action des Vagues, Inondations et/ou Coulées de Boue",04-02-1993,27-02-1993,INTE9300038A,,116
,"Glissement de Terrain, Inondations et/ou Coulées de Boue, Mouvement de Terrain, Sécheresse",25-01-1993,07-02-1993,INTE9300001A,,118
,"Inondations et/ou Coulées de Boue, Mouvement de Terrain, Sécheresse",24-12-1992,16-01-1993,INTE9200533A,,108
,"Inondations et/ou Coulées de Boue, Mouvement de Terrain, Sécheresse",06-11-1992,18-11-1992,INTE9200495A,,114
,Inondations et/ou Coulées de Boue,28-10-1992,01-11-1992,INTE9200492A,,112
,"Avalanche, Glissement de Terrain, Inondations et/ou Coulées de Boue, Mouvement de Terrain, Sécheresse",20-10-1992,05-11-1992,INTE9200482A,,113
,"Glissement de Terrain, Inondations et/ou Coulées de Boue, Mouvement de Terrain, Sécheresse",16-10-1992,17-10-1992,INTE9200474A,,92
,Inondations et/ou Coulées de Boue,12-10-1992,13-10-1992,INTE9200465A,,111
,"Glissement de Terrain, Inondations et/ou Coulées de Boue",21-09-1992,15-10-1992,INTE9200458A,,109
,"Avalanche, Glissement de Terrain, Inondations et/ou Coulées de Boue, Sécheresse",21-08-1992,23-08-1992,INTE9200405A,,107
,"Inondations et/ou Coulées de Boue, Sécheresse",31-07-1992,18-08-1992,INTX9210277A,,104
,"Inondations et/ou Coulées de Boue, Mouvement de Terrain, Sécheresse",29-07-1992,15-08-1992,INTX9210273A,,106
,"Inondations et/ou Coulées de Boue, Poids de la Neige",15-07-1992,24-09-1992,INTE9200448A,,110
,"Divers, Inondations et/ou Coulées de Boue",08-07-1992,09-07-1992,INTX9210229A,,105
,"Inondations et/ou Coulées de Boue, Sécheresse",01-04-1992,03-04-1992,INTE9200181A,,102
,"Inondations et/ou Coulées de Boue, Sécheresse",11-03-1992,29-03-1992,INTX9210072A,,103
,"Inondations et/ou Coulées de Boue, Sécheresse",14-01-1992,05-02-1992,INTX9210012A,,101
,"Avalanche, Glissement de Terrain, Mouvement de Terrain, Sécheresse",04-12-1991,27-12-1991,INTX9110334A,,100
,"Inondations et/ou Coulées de Boue, Mouvement de Terrain, Sécheresse, Secousse Sismique",12-08-1991,30-08-1991,INTE9100354A,,98
,Inondations et/ou Coulées de Boue,12-08-1991,14-09-1991,INTE9100355A,,99
,"Avalanche, Glissement de Terrain, Inondations et/ou Coulées de Boue, Mouvement de Terrain, Sécheresse",10-06-1991,19-07-1991,INTE9100268A,,93
,"Glissement de Terrain, Inondations et/ou Coulées de Boue, Sécheresse",14-05-1991,12-06-1991,INTE9100235A,,97
,"Glissement de Terrain, Inondations et/ou Coulées de Boue, Mouvement de Terrain, Sécheresse",28-03-1991,17-04-1991,INTE9100177A,,96
,Inondations et/ou Coulées de Boue,28-03-1991,17-04-1991,INTE9100178A,,371
,Inondations et/ou Coulées de Boue,07-02-1991,17-02-1991,INTE9100093A,,94
,Inondations et/ou Coulées de Boue,25-01-1991,07-02-1991,INTE9100039A,,95
,Inondations et/ou Coulées de Boue,07-12-1990,19-12-1990,MDIE900018A,,89
,"Avalanche, Chocs Mécaniques liés à l'action des Vagues, Inondations et/ou Coulées de Boue, Mouvement de Terrain, Sécheresse",04-12-1990,15-12-1990,MDIE900017A,,91
,"Glissement de Terrain, Inondations et/ou Coulées de Boue",12-10-1990,16-10-1990,INTE9000386A,,90
,"Inondations et/ou Coulées de Boue, Sécheresse",31-08-1990,16-09-1990,INTE9000354A,,88
,"Chocs Mécaniques liés à l'action des Vagues, Glissement de Terrain, Inondations et/ou Coulées de Boue, Sécheresse",24-07-1990,15-08-1990,INTE9000289A,,87
,"Avalanche, Chocs Mécaniques liés à l'action des Vagues, Glissement de Terrain, Inondations et/ou Coulées de Boue, Mouvement de Terrain, Raz de Marée, Sécheresse",14-05-1990,24-05-1990,INTE9000196A,,86
,"Chocs Mécaniques liés à l'action des Vagues, Inondations et/ou Coulées de Boue",03-04-1990,12-04-1990,ECOZ900007A,,85
,"Chocs Mécaniques liés à l'action des Vagues, Glissement de Terrain, Inondations et/ou Coulées de Boue, Sécheresse",16-03-1990,23-03-1990,INTE9000113A,,84
,"Inondations et/ou Coulées de Boue, Sécheresse",09-03-1990,22-03-1990,INTE9000100A,,83
,"Glissement de Terrain, Inondations et/ou Coulées de Boue, Sécheresse",14-02-1990,28-02-1990,INTE9000072A,,82
,"Chocs Mécaniques liés à l'action des Vagues, Glissement de Terrain, Inondations et/ou Coulées de Boue",08-01-1990,07-02-1990,INTE9000003A,,80
,"Glissement de Terrain, Inondations et/ou Coulées de Boue",05-12-1989,13-12-1989,INTE8900559A,,40
,Tempête,05-12-1989,13-12-1989,INTE8900560A,,368
,Inondations et/ou Coulées de Boue,05-12-1989,13-12-1989,INTE8900561A,,369
,"Inondations et/ou Coulées de Boue, Mouvement de Terrain",05-12-1989,13-12-1989,INTE8900562A,,370
,Inondations et/ou Coulées de Boue,15-09-1989,16-09-1989,INTE8900419A,,79
,Tempête,15-09-1989,16-09-1989,INTX8910404A,,367
,"Inondations et/ou Coulées de Boue, Mouvement de Terrain",18-08-1989,06-09-1989,INTE8900389A,,78
,"Glissement de Terrain, Inondations et/ou Coulées de Boue",12-07-1989,25-07-1989,INTE8900314A,,77
,"Inondations et/ou Coulées de Boue, Secousse Sismique",13-06-1989,21-06-1989,INTE8900295A,,76
,Inondations et/ou Coulées de Boue,20-04-1989,13-05-1989,INTE8900202A,,69
,"Inondations et/ou Coulées de Boue, Mouvement de Terrain",22-02-1989,03-03-1989,ECOZ890006A,,70
,"Glissement de Terrain, Inondations et/ou Coulées de Boue, Inondations Remontée Nappe, Mouvement de Terrain",05-01-1989,14-01-1989,ECOA880100A,,74
,"Glissement de Terrain, Inondations et/ou Coulées de Boue",08-12-1988,15-12-1988,ECOA8800091A,,73
,"Inondations et/ou Coulées de Boue, Mouvement de Terrain",07-12-1988,18-12-1988,INTE8800481A,,71
,"Glissement de Terrain, Inondations et/ou Coulées de Boue",19-10-1988,03-11-1988,ECOA8800084A,,67
,"Inondations et/ou Coulées de Boue, Inondations Remontée Nappe",07-10-1988,23-10-1988,ECOA8800079A,,66
,"Glissement de Terrain, Inondations et/ou Coulées de Boue",07-10-1988,08-10-1988,INTX8810867A,,72
,"Glissement de Terrain, Inondations et/ou Coulées de Boue, Inondations Remontée Nappe, Mouvement de Terrain, Secousse Sismique",24-08-1988,14-09-1988,ECOA8800058A,,68
,"Avalanche, Glissement de Terrain, Inondations et/ou Coulées de Boue, Inondations Remontée Nappe, Mouvement de Terrain",02-08-1988,13-08-1988,INTE8800166A,,51
,"Glissement de Terrain, Inondations et/ou Coulées de Boue, Mouvement de Terrain",22-06-1988,30-06-1988,INTE8800140A,,64
,"Glissement de Terrain, Inondations et/ou Coulées de Boue, Inondations Remontée Nappe",10-06-1988,19-06-1988,ECOZ8800025A,,65
,"Glissement de Terrain, Inondations et/ou Coulées de Boue, Mouvement de Terrain",07-04-1988,21-04-1988,INTE8800136A,,63
,"Inondations et/ou Coulées de Boue, Mouvement de Terrain",16-02-1988,23-02-1988,INTE8800076A,,62
,Inondations et/ou Coulées de Boue,25-01-1988,20-02-1988,INTE8800057A,,61
,"Glissement de Terrain, Inondations et/ou Coulées de Boue, Mouvement de Terrain",02-12-1987,16-01-1988,INTE8800010A,,49
,Inondations et/ou Coulées de Boue,03-11-1987,11-11-1987,INTE8700362A,,60
,Tempête,22-10-1987,24-10-1987,INTX8710333A,,59
,"Glissement de Terrain, Inondations et/ou Coulées de Boue, Mouvement de Terrain",15-10-1987,30-10-1987,BUDD8750074A,,55
,"Avalanche, Glissement de Terrain, Inondations et/ou Coulées de Boue, Mouvement de Terrain",27-09-1987,09-10-1987,BUDD8750068A,,50
,Inondations et/ou Coulées de Boue,31-07-1987,15-08-1987,BUDD8750065A,,58
,"Avalanche, Glissement de Terrain, Inondations et/ou Coulées de Boue, Mouvement de Terrain",27-07-1987,18-08-1987,BUDD8750048A,,46
,"Glissement de Terrain, Inondations et/ou Coulées de Boue, Mouvement de Terrain",24-06-1987,10-07-1987,BUDD8750038A,,56
,Glissement de Terrain,20-05-1987,24-05-1987,BUDD8750027A,,57
,"Avalanche, Glissement de Terrain, Inondations et/ou Coulées de Boue",16-04-1987,02-05-1987,,,52
,"Glissement de Terrain, Inondations et/ou Coulées de Boue",09-03-1987,21-03-1987,,,42
,Inondations et/ou Coulées de Boue,27-01-1987,14-02-1987,,,54
,"Glissement de Terrain, Inondations et/ou Coulées de Boue",11-12-1986,09-01-1987,,,45
,Tempête,04-12-1986,14-01-1987,,,53
,Inondations et/ou Coulées de Boue,17-10-1986,20-11-1986,,,44
,"Avalanche, Inondations et/ou Coulées de Boue",25-08-1986,06-09-1986,,,43
,"Glissement de Terrain, Inondations et/ou Coulées de Boue",30-07-1986,20-08-1986,,,41
,"Avalanche, Inondations et/ou Coulées de Boue",18-07-1986,03-08-1986,,,47
,"Glissement de Terrain, Mouvement de Terrain, Raz de Marée, Secousse Sismique",24-04-1986,10-05-1986,,,39
,"Glissement de Terrain, Inondations et/ou Coulées de Boue",22-01-1986,06-02-1986,,,25
,"Avalanche, Glissement de Terrain, Inondations et/ou Coulées de Boue",06-11-1985,28-11-1985,,,26
,"Avalanche, Glissement de Terrain, Inondations et/ou Coulées de Boue, Mouvement de Terrain",02-10-1985,18-10-1985,,,8
,"Glissement de Terrain, Inondations et/ou Coulées de Boue, Mouvement de Terrain",15-07-1985,27-07-1985,,,7
,"Inondations et/ou Coulées de Boue, Mouvement de Terrain",26-06-1985,10-07-1985,,,17
,"Glissement de Terrain, Inondations et/ou Coulées de Boue, Mouvement de Terrain",14-03-1985,29-03-1985,,,13
,"Glissement de Terrain, Inondations et/ou Coulées de Boue, Mouvement de Terrain, Secousse Sismique",11-01-1985,26-01-1985,,,14
,"Avalanche, Inondations et/ou Coulées de Boue, Mouvement de Terrain",05-12-1984,20-12-1984,,,27
,Poids de la Neige,21-11-1984,25-11-1984,,,36
,"Glissement de Terrain, Inondations et/ou Coulées de Boue, Mouvement de Terrain",16-10-1984,24-10-1984,,,12
,"Avalanche, Glissement de Terrain, Inondations et/ou Coulées de Boue, Secousse Sismique",21-09-1984,18-10-1984,,,6
,"Avalanche, Inondations et/ou Coulées de Boue, Mouvement de Terrain, Secousse Sismique",16-07-1984,10-08-1984,,,11
,"Avalanche, Inondations et/ou Coulées de Boue, Mouvement de Terrain, Secousse Sismique",11-05-1984,24-05-1984,,,24
,"Inondations et/ou Coulées de Boue, Mouvement de Terrain",15-02-1984,26-02-1984,,,20
,"Inondations et/ou Coulées de Boue, Mouvement de Terrain",29-12-1983,08-01-1984,,,5
,"Grêle, Inondations et/ou Coulées de Boue, Tempête",25-11-1983,01-12-1983,,,29
,"Inondations et/ou Coulées de Boue, Mouvement de Terrain",15-11-1983,18-11-1983,,,16
,Inondations et/ou Coulées de Boue,05-10-1983,08-10-1983,,,10
,"Glissement de Terrain, Inondations et/ou Coulées de Boue, Mouvement de Terrain",19-09-1983,22-09-1983,,,32
,"Grêle, Inondations et/ou Coulées de Boue, Tempête",10-09-1983,11-09-1983,,,34
,"Inondations et/ou Coulées de Boue, Mouvement de Terrain",06-09-1983,11-09-1983,,,293
,Inondations et/ou Coulées de Boue,31-08-1983,01-09-1983,,,292
,"Inondations et/ou Coulées de Boue, Mouvement de Terrain",03-08-1983,05-08-1983,,,9
,"Glissement de Terrain, Inondations et/ou Coulées de Boue, Mouvement de Terrain, Secousse Sismique",20-07-1983,26-07-1983,,,22
,"Glissement de Terrain, Inondations et/ou Coulées de Boue, Mouvement de Terrain",21-06-1983,24-06-1983,,,4
,Poids de la Neige,09-06-1983,12-06-1983,,,31
,Inondations et/ou Coulées de Boue,16-05-1983,18-05-1983,,,3
,"Eboulement et/ou Chute de Blocs, Glissement de Terrain, Inondations et/ou Coulées de Boue, Mouvement de Terrain, Tempête",13-05-1983,18-05-1983,,,291
,Poids de la Neige,11-04-1983,15-04-1983,,,33
,Grêle,10-03-1983,17-03-1983,,,23
,"Glissement de Terrain, Inondations et/ou Coulées de Boue",04-02-1983,06-02-1983,,,18
,"Inondations et/ou Coulées de Boue, Poids de la Neige",24-01-1983,29-01-1983,,,28
,Inondations et/ou Coulées de Boue,11-01-1983,13-01-1983,,,2
,Inondations et/ou Coulées de Boue,24-12-1982,26-12-1982,,,35
,"Poids de la Neige, Tempête",15-12-1982,22-12-1982,,,30
,Inondations et/ou Coulées de Boue,14-12-1982,18-12-1982,,,19
,"Inondations et/ou Coulées de Boue, Tempête",30-11-1982,02-12-1982,,,1
,"Inondations et/ou Coulées de Boue, Tempête",18-11-1982,19-11-1982,,,15
,Inondations et/ou Coulées de Boue,21-09-1982,30-09-1982,,,48
